gid	chr	chr1	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE_status	DE_status2	A1_mean	A2_mean	A2genes	GC0A1	GC0A2	Godiff
MvSl-1064-A1-R4_MC02g03587	aAutosome	aAutosome	6	76.3333	458	0	0	0	0.190308975	0.95558262	7.40160998	7.321536426	7.137418863	7.205618226	NON	NON	7.36157	7.17152	MvSl-1064-A2-R4_MC02g03865	57.94	57.94	0
MvSl-1064-A1-R4_MC09-2g09212	aAutosome	aAutosome	5	94	470	0	0	0	0.190405375	0.999958419	5.242511094	4.291125402	4.527767048	4.769709008	NON	NON	4.76682	4.64874	MvSl-1064-A2-R4_MC09g09487	56.35	56.35	0
MvSl-1064-A1-R4_MC03g05131	aAutosome	aAutosome	1	54	54	0	0	0	0.190465872	0.999958419	5.432405359	6.098768291	5.851172846	5.329375611	NON	NON	5.76559	5.59027	MvSl-1064-A2-R4_MC03g05408	57.71	57.71	0
MvSl-1064-A1-R4_MC01-1g02093	aAutosome	aAutosome	5	138.6	693	0	0	0	0.190508662	0.945084766	6.65547626	6.525718284	6.424624857	6.378415556	NON	NON	6.5906	6.40152	MvSl-1064-A2-R4_MC01g02374	60.17	60.17	0
MvSl-1064-A1-R4_MC01-1g01855	aAutosome	aAutosome	9	105.778	952	0	0	0	0.190514648	0.951639745	7.157610585	7.300938812	7.044157755	7.037206973	NON	NON	7.22927	7.04068	MvSl-1064-A2-R4_MC01g02136	57.4	57.4	0
MvSl-1064-A1-R4_MC08g08764	aAutosome	aAutosome	8	93.375	747	0	0	0	0.190577614	0.969431244	6.69011768	7.115006446	6.828085816	6.62001629	NON	NON	6.90256	6.72405	MvSl-1064-A2-R4_MC08-2g09045	55.07	55.07	0
MvSl-1064-A1-R4_MC03g04987	aAutosome	aAutosome	1	0	0	0	0	0	0.190751966	0.999958419	2.032790511	1.177619195	1.136316797	1.759902609	NON	NON	1.6052	1.44811	MvSl-1064-A2-R4_MC03g05264	56.11	56.11	0
MvSl-1064-A1-R4_MC09-2g09207	aAutosome	aAutosome	2	73.5	147	0	0	0	0.190765893	0.999958419	4.260327	4.726999452	4.322474484	4.323028579	NON	NON	4.49366	4.32275	MvSl-1064-A2-R4_MC09g09482	54.87	54.87	0
MvSl-1064-A1-R4_MC13g11575	aAutosome	aAutosome	4	82.75	331	0	0	0	0.190831973	0.999958419	4.910824566	4.47954236	4.402531407	4.630304371	NON	NON	4.69518	4.51642	MvSl-1064-A2-R4_MC13g11836	57.58	57.58	0
MvSl-1064-A1-R4_MC01-1g02294	aAutosome	aAutosome	3	93	279	0	0	0	0.190891387	0.939385677	6.8925117	6.915748794	6.724117471	6.702696703	NON	NON	6.90413	6.71341	MvSl-1064-A2-R4_MC01g02576	58.81	58.81	0
MvSl-1064-A1-R4_MC08g08346	aAutosome	aAutosome	3	82	246	0	0	0	0.190939672	0.942459969	6.990026831	6.925567702	6.850523767	6.679093923	NON	NON	6.9578	6.76481	MvSl-1064-A2-R4_MC08-1g08611	61.05	61.05	0
MvSl-1064-A1-R4_MC04-1g05792	aAutosome	aAutosome	5	82	410	0	0	0	0.190988729	0.999958419	5.18241882	5.434017356	5.328820152	4.883487243	NON	NON	5.30822	5.10615	MvSl-1064-A2-R4_MC04-1g06068	56.21	56.21	0
MvSl-1064-A1-R4_MC05-3g06809	aAutosome	aAutosome	5	129.8	649	0	0	0	0.191151377	0.962318179	6.587593592	6.763943682	6.63611461	6.321868038	NON	NON	6.67577	6.47899	MvSl-1064-A2-R4_MC05g07073	47.92	47.92	0
MvSl-1064-A1-R4_MC02g03870	aAutosome	aAutosome	6	124.667	748	0	0	0	0.191730789	0.950853859	6.618419344	6.513563358	6.253849969	6.487471695	NON	NON	6.56599	6.37066	MvSl-1064-A2-R4_MC02g04148	57.9	57.9	0
MvSl-1064-A1-R4_MC02g03670	aAutosome	aAutosome	4	126	504	0	0	0	0.191815255	0.985153678	5.977175311	6.470615309	6.139820733	5.961564483	NON	NON	6.2239	6.05069	MvSl-1064-A2-R4_MC02g03948	57.74	57.74	0
MvSl-1064-A1-R4_MC03g04659	aAutosome	aAutosome	3	88	264	0	0	0	0.191951026	0.969431244	7.625894613	7.663048456	7.58482952	7.307321166	NON	NON	7.64447	7.44608	MvSl-1064-A2-R4_MC03g04937	57.17	57.17	0
MvSl-1064-A1-R4_MC07g07929	aAutosome	aAutosome	9	102.778	925	0	0	0	0.192126524	0.967207546	7.773306854	7.752992935	7.564439622	7.577816687	NON	NON	7.76315	7.57113	MvSl-1064-A2-R4_MC07g08194	60.43	60.43	0
MvSl-1064-A1-R4_MC09-2g09288	aAutosome	aAutosome	6	101.5	609	0	0	0	0.192168526	0.943678543	6.593175141	6.664109603	6.455731099	6.418262125	NON	NON	6.62864	6.437	MvSl-1064-A2-R4_MC09g09562	54.29	54.29	0
MvSl-1064-A1-R4_MC05-1g06176	aAutosome	aAutosome	3	134	402	0	0	0	0.192332574	0.953597751	6.335039859	6.206388933	5.988247068	6.166302968	NON	NON	6.27071	6.07728	MvSl-1064-A2-R4_MC05g06448	61.3	61.3	0
MvSl-1064-A1-R4_MC09-2g09286	aAutosome	aAutosome	3	67.3333	202	0	0	0	0.192343237	0.999958419	8.991914833	8.793620216	8.669114928	8.73779229	NON	NON	8.89277	8.70345	MvSl-1064-A2-R4_MC09g09560	60.51	60.51	0
MvSl-1064-A1-R4_MC08g08670	aAutosome	aAutosome	1	101	101	0	0	0	0.192520308	0.975939096	6.048561394	6.046858996	5.654632034	6.031745481	NON	NON	6.04771	5.84319	MvSl-1064-A2-R4_MC08-1g08935	53.65	53.65	0
MvSl-1064-A1-R4_MC12g10952	aAutosome	aAutosome	4	110.25	441	0	0	0	0.192536597	0.98684762	5.784326796	6.21742188	5.924594856	5.717888104	NON	NON	6.00087	5.82124	MvSl-1064-A2-R4_MC12g11215	56.92	56.92	0
MvSl-1064-A1-R4_MC14g11749	aAutosome	aAutosome	2	93	186	0	0	0	0.192546022	0.999958419	3.243520626	2.553218718	2.46773403	2.983557613	NON	NON	2.89837	2.72565	MvSl-1064-A2-R4_MC14g12010	55.99	55.99	0
MvSl-1064-A1-R4_MC07g07800	aAutosome	aAutosome	6	94.5	567	0	0	0	0.192588762	0.999958419	4.926068939	4.456022951	4.572754996	4.461089852	NON	NON	4.69105	4.51692	MvSl-1064-A2-R4_MC07g08065	55.15	55.15	0
MvSl-1064-A1-R4_MC01-1g02211	aAutosome	aAutosome	9	71.2222	641	0	0	0	0.192599032	0.989965413	8.31696336	8.33612831	8.110464458	8.1572334	NON	NON	8.32655	8.13385	MvSl-1064-A2-R4_MC01g02493	56.11	56.11	0
MvSl-1064-A1-R4_MC05-3g06737	aAutosome	aAutosome	9	103.778	934	0	-0.333	-3	0.192634764	0.999958419	8.53812191	8.569492509	8.428566898	8.290761942	NON	NON	8.55381	8.35966	MvSl-1064-A2-R4_MC05g07001	59.81	59.81	0
MvSl-1064-A1-R4_MC02g03817	aAutosome	aAutosome	2	126.5	253	0	0	0	0.192741567	0.962318179	5.948845993	5.95756011	5.807140216	5.712870625	NON	NON	5.9532	5.76001	MvSl-1064-A2-R4_MC02g04095	54.69	54.69	0
MvSl-1064-A1-R4_MC10-1g09722	aAutosome	aAutosome	4	208	832	0	0	0	0.19274823	0.969431244	7.863167625	7.902170741	7.726876281	7.652435721	NON	NON	7.88267	7.68966	MvSl-1064-A2-R4_MC10g09989	60.77	60.77	0
MvSl-1064-A1-R4_MC10-2g10111	aAutosome	aAutosome	1	425	425	0	0	0	0.192939865	0.962318179	7.243273213	7.288627815	7.21485144	6.916373174	NON	NON	7.26595	7.06561	MvSl-1064-A2-R4_MC10g10375	59.26	59.26	0
MvSl-1064-A1-R4_MC03g04672	aAutosome	aAutosome	1	73	73	0	0	0	0.193349544	0.979464616	5.686267405	5.987163544	5.700961318	5.600545629	NON	NON	5.83672	5.65075	MvSl-1064-A2-R4_MC03g04950	58.43	58.43	0
MvSl-1064-A1-R4_MC07g07710	aAutosome	aAutosome	7	85.7143	600	0	0	0	0.19348712	0.945084766	6.439653217	6.270392586	6.122904455	6.204339072	NON	NON	6.35502	6.16362	MvSl-1064-A2-R4_MC07g07975	54.4	54.4	0
MvSl-1064-A1-R4_MC01-1g02499	aAutosome	aAutosome	5	127.6	638	0	0	0	0.193838129	0.962318179	7.241243273	7.262233921	7.218837232	6.877104508	NON	NON	7.25174	7.04797	MvSl-1064-A2-R4_MC01g02781	60.04	60.04	0
MvSl-1064-A1-R4_MC13g11478	aAutosome	aAutosome	4	109	436	0	0	0	0.193871339	0.999958419	6.611363944	7.134715746	6.951917898	6.401987778	NON	NON	6.87304	6.67695	MvSl-1064-A2-R4_MC13g11739	58.52	58.52	0
MvSl-1064-A1-R4_MC11g10683	aAutosome	aAutosome	4	70.5	282	0	0	0	0.194052516	0.999958419	4.044490005	3.865789833	3.592379344	3.919074118	NON	NON	3.95514	3.75573	MvSl-1064-A2-R4_MC11g10947	52.19	52.19	0
MvSl-1064-A1-R4_MC04-1g05872	aAutosome	aAutosome	2	67	134	0	0	0	0.194250534	0.963441075	6.031043283	6.266534836	6.076799975	5.83219584	NON	NON	6.14879	5.9545	MvSl-1064-A2-R4_MC04-1g06148	59.73	59.73	0
MvSl-1064-A1-R4_MC07g07725	aAutosome	aAutosome	8	112.5	900	0	0	0	0.194614177	0.982986277	8.217476433	8.147909856	7.929356151	8.045428699	NON	NON	8.18269	7.98739	MvSl-1064-A2-R4_MC07g07990	56.92	56.92	0
MvSl-1064-A1-R4_MC08g08515	aAutosome	aAutosome	5	82	410	0	0	0	0.194860656	0.944641084	6.934575156	6.800420065	6.541685957	6.795800713	NON	NON	6.8675	6.66874	MvSl-1064-A2-R4_MC08-1g08780	57.75	57.75	0
MvSl-1064-A1-R4_MC03g04442	aAutosome	aAutosome	5	87.8	439	0	0	0	0.194944494	0.999958419	4.731556936	4.908762252	4.575520702	4.679999996	NON	NON	4.82016	4.62776	MvSl-1064-A2-R4_MC03g04720	52.69	52.69	0
MvSl-1064-A1-R4_MC06g07140	aAutosome	aAutosome	7	61.1429	428	0	0	0	0.1950669	0.962318179	5.78013832	5.653730898	5.497262357	5.549392461	NON	NON	5.71693	5.52333	MvSl-1064-A2-R4_MC06-2g07405	54.93	54.93	0
MvSl-1064-A1-R4_MC07g08142	aAutosome	aAutosome	5	80	400	0	0	0	0.195105267	0.999958419	4.763024814	4.729804104	4.661334969	4.433904656	NON	NON	4.74641	4.54762	MvSl-1064-A2-R4_MC07g08407	56.54	56.54	0
MvSl-1064-A1-R4_MC08g08726	aAutosome	aAutosome	6	89.1667	535	0	0	0	0.195118728	0.999958419	3.728176481	4.357912649	3.944427629	3.819892051	NON	NON	4.04304	3.88216	MvSl-1064-A2-R4_MC08-1g08991	55.1	55.1	0
MvSl-1064-A1-R4_MC11g10278	aAutosome	aAutosome	7	95.8571	671	0	0	0	0.195128232	0.999958419	5.21588224	5.655206961	5.498720159	4.968039726	NON	NON	5.43554	5.23338	MvSl-1064-A2-R4_MC11g10539	56.93	56.93	0
MvSl-1064-A1-R4_MC14g11934	aAutosome	aAutosome	4	84.75	339	0	0	0	0.195148131	0.944508561	6.305229709	6.257816998	6.112468228	6.060667439	NON	NON	6.28152	6.08657	MvSl-1064-A2-R4_MC14g12195	59.71	59.71	0
MvSl-1064-A1-R4_MC01-2g03156	aAutosome	aAutosome	5	209.6	1048	0	0	0	0.195250008	0.999958419	8.42015933	9.117326728	8.843741237	8.343656698	NON	NON	8.76874	8.5937	MvSl-1064-A2-R4_MC01g03436	57.33	57.33	0
MvSl-1064-A1-R4_MC03g04720	aAutosome	aAutosome	2	93	186	0	0	0	0.195284768	0.962318179	6.581990365	6.795074006	6.663668613	6.309456873	NON	NON	6.68853	6.48656	MvSl-1064-A2-R4_MC03g04998	57.15	57.15	0
MvSl-1064-A1-R4_MC08g08816	aAutosome	aAutosome	1	76	76	0	0	0	0.195299766	0.999958419	5.030846491	5.782225437	5.372412483	5.138634558	NON	NON	5.40654	5.25552	MvSl-1064-A2-R4_MC08-2g09097	62.8	62.8	0
MvSl-1064-A1-R4_MC12g10855	aAutosome	aAutosome	4	91	364	0	0	0	0.195377042	0.94039129	6.507940502	6.483966786	6.370711972	6.227392375	NON	NON	6.49595	6.29905	MvSl-1064-A2-R4_MC12g11118	56.73	56.73	0
MvSl-1064-A1-R4_MC01-1g02698	aAutosome	aAutosome	1	0	0	0	0	0	0.195410927	0.999958419	1.955656209	2.243569029	1.719907663	2.089065632	NON	NON	2.09961	1.90449	MvSl-1064-A2-R4_MC01g02980	59.56	59.56	0
MvSl-1064-A1-R4_MC01-1g02692	aAutosome	aAutosome	1	0	0	0	0	0	0.195576768	0.999958419	4.951123642	5.070166142	4.880697745	4.750250187	NON	NON	5.01064	4.81547	MvSl-1064-A2-R4_MC01g02974	59.56	59.56	0
MvSl-1064-A1-R4_MC08g08523	aAutosome	aAutosome	1	52	52	0	0	0	0.195578695	0.9888672	5.775937649	5.566996482	5.239218374	5.686238692	NON	NON	5.67147	5.46273	MvSl-1064-A2-R4_MC08-1g08788	62.58	62.58	0
MvSl-1064-A1-R4_MC11g10546	aAutosome	aAutosome	1	95	95	0	0	0	0.195605514	0.999958419	5.042550424	5.170602431	5.124923421	4.664490788	NON	NON	5.10658	4.89471	MvSl-1064-A2-R4_MC11g10808	65.53	65.53	0
MvSl-1064-A1-R4_MC06g07327	aAutosome	aAutosome	8	84.625	677	0	0	0	0.195668361	0.986540939	7.737751713	8.049195775	7.845623793	7.552060654	NON	NON	7.89347	7.69884	MvSl-1064-A2-R4_MC06-2g07592	56.68	56.68	0
MvSl-1064-A1-R4_MC11g10712	aAutosome	aAutosome	1	60	60	0	0	0	0.195775391	0.999958419	6.845848939	7.390953906	7.209964915	6.628700664	NON	NON	7.1184	6.91933	MvSl-1064-A2-R4_MC11g10976	62.15	62.15	0
MvSl-1064-A1-R4_MC03g04798	aAutosome	aAutosome	4	79.75	319	0	0	0	0.195856992	0.93976694	7.121648037	7.185143064	6.976713998	6.939109138	NON	NON	7.1534	6.95791	MvSl-1064-A2-R4_MC03g05076	57.29	57.29	0
MvSl-1064-A1-R4_MC08g08452	aAutosome	aAutosome	7	100.714	705	0	0	0	0.1959332	0.93976694	6.678912704	6.665575091	6.43608314	6.515837236	NON	NON	6.67224	6.47596	MvSl-1064-A2-R4_MC08-1g08717	56.37	56.37	0
MvSl-1064-A1-R4_MC08g08508	aAutosome	aAutosome	5	72.8	364	0	0	0	0.196044883	0.93976694	7.135922302	7.139469461	6.902662134	6.979883353	NON	NON	7.1377	6.94127	MvSl-1064-A2-R4_MC08-1g08773	54.8	54.8	0
MvSl-1064-A1-R4_MC12g11265	aAutosome	aAutosome	4	87.25	349	0	0	0	0.196090449	0.970176644	5.704063438	5.623887984	5.599989938	5.324449695	NON	NON	5.66398	5.46222	MvSl-1064-A2-R4_MC12g11528	57.08	57.08	0
MvSl-1064-A1-R4_MC01-1g02640	aAutosome	aAutosome	4	73	292	0	0	0	0.196241131	0.999958419	3.948220909	3.328217541	3.316327704	3.619986045	NON	NON	3.63822	3.46816	MvSl-1064-A2-R4_MC01g02922	56.51	56.51	0
MvSl-1064-A1-R4_MC13g11500	aAutosome	aAutosome	1	0	0	0	0	0	0.196243026	0.999958419	2.709694047	3.482518136	3.133228782	2.748802757	NON	NON	3.09611	2.94102	MvSl-1064-A2-R4_MC13g11761	58.42	58.42	0
MvSl-1064-A1-R4_MC10-2g09977	aAutosome	aAutosome	4	142.75	571	0	0	0	0.196784836	0.922900918	6.914970721	6.869446317	6.71974876	6.671355288	NON	NON	6.89221	6.69555	MvSl-1064-A2-R4_MC10g10241	55.28	55.28	0
MvSl-1064-A1-R4_MC09-2g09445	aAutosome	aAutosome	1	49	49	0	0	0	0.196877224	0.999958419	2.439199855	2.52765961	2.455775009	2.104473194	NON	NON	2.48343	2.28012	MvSl-1064-A2-R4_MC09g09719	55.9	55.9	0
MvSl-1064-A1-R4_MC11g10389	aAutosome	aAutosome	1	57	57	0	0	0	0.196884688	0.973340678	5.508643199	5.710206851	5.498720159	5.329375611	NON	NON	5.60943	5.41405	MvSl-1064-A2-R4_MC11g10651	57.05	57.05	0
MvSl-1064-A1-R4_MC03g04643	aAutosome	aAutosome	6	85.1667	511	0	0	0	0.196906272	0.957619891	7.281309129	7.492292985	7.28876028	7.092339688	NON	NON	7.3868	7.19055	MvSl-1064-A2-R4_MC03g04921	53.66	53.66	0
MvSl-1064-A1-R4_MC05-3g06781	aAutosome	aAutosome	6	106.5	639	0	0	0	0.196974094	0.986540939	5.145992362	5.235190976	5.004897954	4.984787774	NON	NON	5.19059	4.99484	MvSl-1064-A2-R4_MC05g07045	55.89	55.89	0
MvSl-1064-A1-R4_MC09-2g09081	aAutosome	aAutosome	2	90	180	0	0	0	0.197044393	0.999958419	7.683467741	8.294584817	8.091508625	7.495844222	NON	NON	7.98903	7.79368	MvSl-1064-A2-R4_MC09g09356	59.94	59.94	0
MvSl-1064-A1-R4_MC09-1g08909	aAutosome	aAutosome	1	61	61	0	0	0	0.197121011	0.999958419	2.158583424	2.195684318	1.759361847	2.179135376	NON	NON	2.17713	1.96925	MvSl-1064-A2-R4_MC09g09191	53.09	53.09	0
MvSl-1064-A1-R4_MC06g07361	aAutosome	aAutosome	1	0	0	0	0	0	0.197150078	0.999958419	3.834332576	4.452631516	4.128952896	3.815217631	NON	NON	4.14348	3.97209	MvSl-1064-A2-R4_MC06-2g07626	61.11	61.11	0
MvSl-1064-A1-R4_MC01-1g02600	aAutosome	aAutosome	6	84	504	0	0	0	0.197163422	0.999958419	4.156441079	3.910972838	3.847071881	3.838439735	NON	NON	4.03371	3.84276	MvSl-1064-A2-R4_MC01g02882	57.89	57.89	0
MvSl-1064-A1-R4_MC09-2g09560	aAutosome	aAutosome	5	157.8	789	0	0	0	0.197242856	0.985153678	7.116120109	7.52455026	7.306764698	6.946074457	NON	NON	7.32034	7.12642	MvSl-1064-A2-R4_MC09g09834	59.9	59.9	0
MvSl-1064-A1-R4_MC03g04873	aAutosome	aAutosome	4	71.25	285	0	0	0	0.197579701	0.982986277	5.407277934	5.300788632	5.193141057	5.12169771	NON	NON	5.35403	5.15742	MvSl-1064-A2-R4_MC03g05151	60.59	60.59	0
MvSl-1064-A1-R4_MC12g11108	aAutosome	aAutosome	5	96.2	481	0	0	0	0.197620291	0.999958419	8.780867344	8.842217628	8.641830685	8.586220303	NON	NON	8.81154	8.61403	MvSl-1064-A2-R4_MC12g11371	58.94	58.94	0
MvSl-1064-A1-R4_MC02g04086	aAutosome	aAutosome	5	82.4	412	0	0	0	0.19788271	0.949461745	7.206289972	7.335873799	7.150925436	6.994429201	NON	NON	7.27108	7.07268	MvSl-1064-A2-R4_MC02g04364	57.94	57.94	0
MvSl-1064-A1-R4_MC13g11483	aAutosome	aAutosome	1	0	0	0	0	0	0.197979933	0.999958419	4.112697499	3.73230638	3.502229892	3.94069529	NON	NON	3.9225	3.72146	MvSl-1064-A2-R4_MC13g11744	58.58	58.58	0
MvSl-1064-A1-R4_MC11g10487	aAutosome	aAutosome	1	75	75	0	0	0	0.198094403	0.956646341	5.701112635	5.741116088	5.601347594	5.441300735	NON	NON	5.72111	5.52132	MvSl-1064-A2-R4_MC11g10749	53.86	53.86	0
MvSl-1064-A1-R4_MC04-1g05606	aAutosome	aAutosome	5	68.4	342	0	0	0	0.198145713	0.935284387	6.71006991	6.742579157	6.545922666	6.51078688	NON	NON	6.72632	6.52835	MvSl-1064-A2-R4_MC04-1g05882	55.69	55.69	0
MvSl-1064-A1-R4_MC06g06988	aAutosome	aAutosome	1	89	89	0	0	0	0.19820521	0.999958419	5.021414497	5.233215747	5.105918742	4.737953782	NON	NON	5.12732	4.92194	MvSl-1064-A2-R4_MC06-1g07251	57.93	57.93	0
MvSl-1064-A1-R4_MC03g04332	aAutosome	aAutosome	2	75.5	151	0	0	0	0.198205533	0.999958419	0.567845222	0.30023917	0.460710554	0.016141568	NON	NON	0.434042	0.238426	MvSl-1064-A2-R4_MC03g04610	55	55	0
MvSl-1064-A1-R4_MC04-1g05587	aAutosome	aAutosome	3	87.6667	263	0	0	0	0.198295922	0.9888672	5.40546626	5.643355951	5.501631351	5.138634558	NON	NON	5.52441	5.32013	MvSl-1064-A2-R4_MC04-1g05863	58.56	58.56	0
MvSl-1064-A1-R4_A1g01470	bPAR	NRR	3	108	324	0	0	0	0.19837748	0.999958419	5.427057631	6.047983121	5.789382102	5.317855534	NON	NON	5.73752	5.55362	MvSl-1064-A2-R4_A2g01783	56.04	56.04	0
MvSl-1064-A1-R4_MC12g11124	aAutosome	aAutosome	1	139	139	0	0	0	0.198529112	0.999958419	4.319247547	4.646170234	4.414938102	4.163004071	NON	NON	4.48271	4.28897	MvSl-1064-A2-R4_MC12g11387	58.77	58.77	0
MvSl-1064-A1-R4_MC02g04075	aAutosome	aAutosome	4	90.5	362	0	0	0	0.198554341	0.945146365	7.366188641	7.136830442	7.073801823	7.041215664	NON	NON	7.25151	7.05751	MvSl-1064-A2-R4_MC02g04353	57.3	57.3	0
MvSl-1064-A1-R4_MC12g11027	aAutosome	aAutosome	5	73.4	367	0	0.2	1	0.19888273	0.999958419	5.167530908	6.245130827	5.795325794	5.388784799	NON	NON	5.70633	5.59206	MvSl-1064-A2-R4_MC12g11290	55.13	55.13	0
MvSl-1064-A1-R4_MC03g04277	aAutosome	aAutosome	1	0	0	0	0	0	0.198946381	0.999958419	2.854830393	4.252640358	3.990747781	2.815856156	NON	NON	3.55374	3.4033	MvSl-1064-A2-R4_MC03g04555	61.72	61.72	0
MvSl-1064-A1-R4_MC06g07346	aAutosome	aAutosome	3	73	219	0	0	0	0.199131905	0.929610082	6.865091063	7.027674125	6.69070621	6.806438639	NON	NON	6.94638	6.74857	MvSl-1064-A2-R4_MC06-2g07611	58.01	58.01	0
MvSl-1064-A1-R4_MC12g11075	aAutosome	aAutosome	5	102.4	512	0	0	0	0.199419883	0.999958419	4.227890262	4.47954236	4.187976528	4.133267183	NON	NON	4.35372	4.16062	MvSl-1064-A2-R4_MC12g11338	54.65	54.65	0
MvSl-1064-A1-R4_MC07g07818	aAutosome	aAutosome	6	80.6667	484	0	0	0	0.199547582	0.926704534	6.948950147	6.757773603	6.674028487	6.639978844	NON	NON	6.85336	6.657	MvSl-1064-A2-R4_MC07g08083	59.02	59.02	0
MvSl-1064-A1-R4_MC01-2g03055	aAutosome	aAutosome	3	93	279	0	0	0	0.199602748	0.963322482	7.711598323	7.802122021	7.675918497	7.429723135	NON	NON	7.75686	7.55282	MvSl-1064-A2-R4_MC01g03337	56.03	56.03	0
MvSl-1064-A1-R4_MC10-1g09714	aAutosome	aAutosome	5	77.2	386	0	0	0	0.199985833	0.953597751	7.265915376	7.392282194	7.260251269	6.988213216	NON	NON	7.3291	7.12423	MvSl-1064-A2-R4_MC10g09981	59.71	59.71	0
MvSl-1064-A1-R4_MC04-1g05566	aAutosome	aAutosome	6	105.667	634	0	0	0	0.200018799	0.945084766	7.139741365	7.371330523	7.059055927	7.061587181	NON	NON	7.25554	7.06032	MvSl-1064-A2-R4_MC04-1g05842	57.89	57.89	0
MvSl-1064-A1-R4_MC01-1g02551	aAutosome	aAutosome	2	46	92	0	0	0	0.200036886	0.999958419	3.243520626	3.421376064	3.064016796	3.206977676	NON	NON	3.33245	3.1355	MvSl-1064-A2-R4_MC01g02833	60.02	60.02	0
MvSl-1064-A1-R4_A1g01485	bPAR	NRR	4	78.5	314	0	0	0	0.20008274	0.950853859	6.743439703	7.133657235	6.829824256	6.669414126	NON	NON	6.93855	6.74962	MvSl-1064-A2-R4_A2g01798	59.01	59.01	0
MvSl-1064-A1-R4_MC02g03749	aAutosome	aAutosome	4	108.5	434	0	0	0	0.200093196	0.999958419	8.098614328	8.93369713	8.593359725	8.119340263	NON	NON	8.51616	8.35635	MvSl-1064-A2-R4_MC02g04027	55.21	55.21	0
MvSl-1064-A1-R4_MC02g03991	aAutosome	aAutosome	5	74.2	371	0	0	0	0.200130929	0.939307219	6.511313587	6.314030761	6.18398445	6.247483069	NON	NON	6.41267	6.21573	MvSl-1064-A2-R4_MC02g04269	54.57	54.57	0
MvSl-1064-A1-R4_MC08g08699	aAutosome	aAutosome	1	0	0	0	0	0	0.200133237	0.999958419	3.35284876	2.996808801	2.861363085	3.103427543	NON	NON	3.17483	2.9824	MvSl-1064-A2-R4_MC08-1g08964	61.46	61.46	0
MvSl-1064-A1-R4_MC01-1g02183	aAutosome	aAutosome	2	104	208	0	0	0	0.200196723	0.999958419	4.207240601	4.379505229	4.136464265	4.056127471	NON	NON	4.29337	4.0963	MvSl-1064-A2-R4_MC01g02465	58.41	58.41	0
MvSl-1064-A1-R4_MC03g05169	aAutosome	aAutosome	3	113	339	0	0	0	0.200230952	0.999958419	4.543380533	4.940584431	4.707452897	4.387425693	NON	NON	4.74198	4.54744	MvSl-1064-A2-R4_MC03g05446	58.47	58.47	0
MvSl-1064-A1-R4_MC03g04366	aAutosome	aAutosome	3	102.667	308	0	0	0	0.200332086	0.950853859	6.258825135	6.589641829	6.340137366	6.118726101	NON	NON	6.42423	6.22943	MvSl-1064-A2-R4_MC03g04644	57.06	57.06	0
MvSl-1064-A1-R4_MC10-2g09897	aAutosome	aAutosome	2	156.5	313	0	0	0	0.200496067	0.979922174	5.46234033	5.707363804	5.531849363	5.232780004	NON	NON	5.58485	5.38231	MvSl-1064-A2-R4_MC10g10161	56.48	56.48	0
MvSl-1064-A1-R4_MC02g04055	aAutosome	aAutosome	5	90.4	452	0	0	0	0.200518289	0.93976694	6.690861593	6.65896864	6.378651376	6.564695546	NON	NON	6.67492	6.47167	MvSl-1064-A2-R4_MC02g04333	56.05	56.05	0
MvSl-1064-A1-R4_MC02g03357	aAutosome	aAutosome	1	85	85	0	0	0	0.200580399	0.95558262	5.611232329	5.795672299	5.48260274	5.529554207	NON	NON	5.70345	5.50608	MvSl-1064-A2-R4_MC02g03637	56.1	56.1	0
MvSl-1064-A1-R4_MC10-1g09778	aAutosome	aAutosome	4	64	256	0	0	0	0.200586437	0.999958419	8.253170652	8.787407768	8.492521502	8.179227747	NON	NON	8.52029	8.33587	MvSl-1064-A2-R4_MC10g10045	53.91	53.91	0
MvSl-1064-A1-R4_A1g01368	faBlack	NRR	7	64	448	-1	-0.375	-67	0.200629648	0.999958419	6.43788177	5.790308585	5.735993961	6.135697666	NON	NON	6.1141	5.93585	MvSl-1064-A2-R4_A2g00774	56.83	56.79	0.04
MvSl-1064-A1-R4_MC03g04633	aAutosome	aAutosome	7	88	616	0	0	0	0.200659593	0.985919017	5.154646406	5.289427186	4.939847487	5.102642808	NON	NON	5.22204	5.02125	MvSl-1064-A2-R4_MC03g04911	58.41	58.41	0
MvSl-1064-A1-R4_MC10-2g10002	aAutosome	aAutosome	5	90.4	452	0	0	0	0.200759479	0.999958419	2.481087819	2.860137558	2.330393937	2.626064894	NON	NON	2.67061	2.47823	MvSl-1064-A2-R4_MC10g10266	51.42	51.42	0
MvSl-1064-A1-R4_MC09-2g09355	aAutosome	aAutosome	1	61	61	0	0	0	0.200764993	0.950853859	6.303285156	6.617167806	6.372303352	6.15617317	NON	NON	6.46023	6.26424	MvSl-1064-A2-R4_MC09g09629	59.84	59.84	0
MvSl-1064-A1-R4_MC11g10473	aAutosome	aAutosome	1	96	96	0	-1	-1	0.200813477	0.95558262	5.907202603	6.165542512	5.845455288	5.837968307	NON	NON	6.03637	5.84171	MvSl-1064-A2-R4_MC11g10735	61.64	61.64	0
